MeanPacketSize,MeanInterarrivalTime,MostCommonFlowID,Label
656.5662371985464,0.004714037667272426895754171485,61bbc5dbf72003f8f7f78729338d4ed0,Chrome
910.8411077182268,0.0007428269919269919269919269919,ecc0ffa70e625a96d7a72779af9443aa,Chrome
771.270467141726,0.002936240101362052581564776687,5403b060f73ac87b15ee62d67eca49ae,Chrome
886.4726137091608,0.001858430047249139104668855610,d466afa21d931e46d8ccd12e905ceb28,Chrome
488.5,0.01315638089047773805654858629,19e512881cb605bcbade20e596891abc,Chrome
716.8718821905201,0.001841469440353460972017673049,c5bb29e60a106a3cc11f14ba78fc0674,Chrome
848.1445618153365,0.001828874694316736770028367407,3c5c6fb3bdb27ee1a5877ef72330d13d,Chrome
792.4208396560446,0.001369214780717284637563862613,687d6079472f5d2806a26bceafbaa098,Chrome
630.3260371517027,0.0007546159943032292021424811914,7436fb2fd391acf47855dcfb3f768905,Chrome
707.7441538816176,0.0005422933763639157830029199324,ecc0ffa70e625a96d7a72779af9443aa,Chrome
679.5771267792122,0.004256323952987915907962257904,1ccc948c0d090deb926424ef187ecb43,Edge
599.8951464348546,0.0004465750093140704557685143023,02b64aebe9f7cbd7078bd81bbb4d3985,Edge
787.4604995249084,0.001248876875042421774248286160,ff61d5ed98ff5958ec92704c59616df0,Edge
756.2825899590606,0.001228022356300166998868717341,886edf96fe660926ea710160ac98ab33,Edge
790.1691268236003,0.0008111821311757617490101566535,886edf96fe660926ea710160ac98ab33,Edge
898.0961936692634,0.001584317193432276514964745328,886edf96fe660926ea710160ac98ab33,Edge
887.9993326659993,0.0008977251882924969015158737725,886edf96fe660926ea710160ac98ab33,Edge
754.4671665530561,0.002331735370980570389728439950,e36f812ec33443e1fe8fe1f94f422db3,Edge
750.8143887362637,0.002649716297441181521552464365,329e9e6abdd8cda5c72be3a33ca2dae9,Edge
755.4486173535462,0.001075679579476631242143754999,6de8340733bc7ab883fb1b10fdcefa15,Edge
831.1792411206707,0.004229194859632673321934807788,7e9fbded4e835a4f2b8bd5c8d145455d,Spotify
875.4293603904443,0.003599924470134874759152215800,5934c53cbdfef90f777a7fc0025a9408,Spotify
780.8669410150892,0.004533374689188030523878933379,bbc42163f633213e95ba857417a1a3d6,Spotify
859.6429202473697,0.003972823212851405622489959839,c866e6b9ed2a4ab958b2c3c419e7ef12,Spotify
939.1062934884204,0.003379348237004725554343874955,c866e6b9ed2a4ab958b2c3c419e7ef12,Spotify
926.9921897599074,0.002863891878209300643668185434,538b5630347e2dc9ec229949f58340ac,Spotify
983.7601850739094,0.003335775734631332251667568055,538b5630347e2dc9ec229949f58340ac,Spotify
905.5561910495685,0.005532326743602609131961866533,538b5630347e2dc9ec229949f58340ac,Spotify
861.8511509673775,0.005956176129943502824858757062,5d4fa9c3b8d251c4de51332a4d8ca758,Spotify
1127.7730249301114,0.001163006816789215686274509804,bf2060f826e4b0eaaa34ad71ad8d5f54,YouTube
1056.2332103639462,0.0003885208405246807041767345530,7860e4080f537d5a6951b14c90576c24,YouTube
996.2134835035474,0.0006576453070314985682468978683,ade578f4aad8e5507082e800d3df115f,YouTube
991.1260575933318,0.0004611230228471001757469244288,ade578f4aad8e5507082e800d3df115f,YouTube
991.2224924489076,0.0009539030676290600972854228778,ade578f4aad8e5507082e800d3df115f,YouTube
1059.8395754758355,0.002283027017543859649122807018,203090562ef5dd77694a25daf3c183eb,YouTube
1045.5811853121497,0.001745224947257383966244725738,7860e4080f537d5a6951b14c90576c24,YouTube
1099.8725448636428,0.002399634680610514414923685698,dd16927bfe48592a06f924de1a1b3517,YouTube
1134.5870254450858,0.001227718048780487804878048780,fa93e6cb41f3103d8ec140da268498dc,YouTube
1137.9553113553113,0.001147797098794827649364445584,be2c8673de65d65ce40d2958401e3d89,YouTube
807.3245721271394,0.006198621216753286456741057780,d39ae4c19405a58d53d60bbf267f3481,Zoom
751.5135135135135,0.009903518952062430323299888517,2566d3020311a3ff88630e5a814a0443,Zoom
753.3846153846154,0.005821446420917273896270895842,92f7437c53edf88bcae158120fe8762d,Zoom
779.6659084446972,0.007828746302616609783845278726,727149e2aed84f5defa72658ff2d5f1e,Zoom
855.8706533776301,0.006543896765618077093486929553,aa787dd4cace2966b6a90609d2fad352,Zoom
877.8186292604897,0.004694524981540733448190991878,b818d23953f441dca3864ab4d1253388,Zoom
882.1047968611568,0.003768625822784810126582278481,b818d23953f441dca3864ab4d1253388,Zoom
756.9885535900104,0.01036386885245901639344262295,fcceb1cbc777157c4207e9aca2d83c50,Zoom
770.7860262008734,0.008787403319743739079790331974,855a2fa4d914e9682042bdfa1e8ada11,Zoom
747.1996762007556,0.01235719109311740890688259109,6c2b89610101b8b1f042817d3f56c99d,Zoom
